State;Up;Down;Left;Right;Stay
18,10|12,15;0;0;0;0.6;0
19,10|13,15;0;0.618;0;0;0
19,10|16,15;-0.1704114;0.91914;0;-0.0804;0.012
18,7|17,8;0;1.02;-0.45;0;0
18,8|5,10;0;0;0;0;-0.15
18,8|5,9;0.6;0;0;0;0
18,9|5,8;0.6;0;0;0;0
18,10|5,7;0;-0.432;-0.45;0;0
18,9|6,6;0;0;0;0.6;0
19,8|8,4;0.762;-0.288;-0.432;-0.15;0
18,8|11,3;0;0;0;0.6;0.2924016
19,10|16,1;0;-0.404406;0;0.3363;0
18,10|17,4;0;-0.24426;-0.04666376;1.182;0
19,11|18,7;0.618;-0.45;-0.09828415;0;0.411344
18,15|19,13;1.105867;-0.4718921;0;0;0
7,13|1,0;-0.15;0;0;0;0
7,13|1,1;0;-0.45;0;0;0
7,12|1,2;0.6;0;0;0;0
7,13|1,3;0;0;-0.45;0;0
6,13|1,4;0;0;0;0;-0.15
6,13|1,5;-0.15;0;0;0;0
6,13|1,6;0;-0.15;0;0;0
6,13|1,7;0;0;-0.432;0;0
5,13|1,10;0;0;0;0;-0.15
5,13|1,11;0;0;-0.44676;2.288125;0
6,4|16,0;0;0;0.6;0;0
5,4|15,0;0;-0.45;0;0;0
5,3|14,0;0.6;0;0;0;-0.132
4,7|6,4;0.8070523;0;0;-0.45;0
5,7|6,5;1.042264;-0.432;0;0.1280314;0.1984279
11,19|16,7;-0.132;0;0;0;0
11,18|16,9;0;0;0;0;-0.15
11,18|16,10;0;-0.45;0.6;0;0
10,18|16,11;0.6189349;0;0;-0.24426;0
10,18|16,13;1.02;0;0.949758;0.2361386;0.5639456
6,18|13,17;1.820686;0;0;-0.45;0.012
18,18|10,6;0;0;0;0.6;0
19,18|11,6;0;0;-0.432;0;0
18,18|12,8;0;-0.432;-0.45;0;0
18,19|10,9;-0.15;0;0;0.6;0
18,19|9,9;-0.15;-0.288;0;0;0
18,19|8,9;-0.0804;-0.288;-0.76176;0;0
18,19|10,13;-0.15;-0.288;-0.45;0.6;0
18,11|17,17;0;0;0;0;-0.15
18,11|18,16;-0.45;0;0;0;0
15,18|12,0;0.6;0;0;0;0
18,18|17,5;0;0;0;0.618;-0.255
19,17|17,8;0;-0.2018322;-0.432;0;-0.15
2,0|1,7;-0.45;-0.15;-0.765;0.6;0
2,1|1,6;-0.8235;0;0;0;-0.15
2,2|1,5;-0.45;0.6;-0.0481914;0.6;0.009259241
0,13|11,2;0;-0.45;0;0;0
1,14|6,3;0;0;1.182;0;0
0,14|5,3;1.314;0;0;0;0
0,15|4,3;0;0;0;-0.765;0
1,15|4,4;0;0;0;0;-0.15
2,16|2,5;0.6;0;0;0;0
2,17|2,6;0.8057401;0;-0.45;0;0
1,17|1,6;0;0;0.6;0;0
0,17|1,7;0;-0.45;-0.255;-0.288;0
0,17|0,7;0;0;0;0.6;0
1,17|0,8;1.182;0;0;0;0
1,18|0,9;0;0;0;1.609616;0
2,18|0,10;0;0;0.1313661;1.853172;0.3138111
3,17|0,16;0;0;-0.432;0;0
19,16|10,11;1.182;0;0;0;0
19,17|11,11;0;-0.45;0;-0.15;0
19,16|12,11;0;0;-0.59814;0;0
18,16|13,13;0;-0.4719942;0;0.6;0
8,12|18,6;0;-0.765;0;0;0
8,11|17,6;0.8057401;0;0;0;-0.15
8,11|17,7;0.762;0;0;-0.45;0
9,11|16,7;0;0;0;0;-0.15
9,11|15,7;0;0.05803886;0;-0.45;0
9,11|11,12;-0.432;0;0.8057401;0;0
19,18|13,15;0;0;0;0;-0.15
19,18|13,16;0;-0.45;0;0;0
19,17|14,16;0.6;-0.765;0.2689054;-0.1148298;0
17,15|4,19;0;0;0;0.6;0
17,15|5,18;-0.45;1.02;0;0;0
17,16|6,18;0;1.0326;0;0;0
18,15|11,18;0;0;0;0.6;0
19,15|12,17;0;0;0;-0.15;-0.15
19,15|13,17;0;0;-0.8336504;-0.2151;0
18,14|14,16;-0.288;0.6765305;0;0;-0.15
18,14|15,16;-0.13086;0;0;1.1946;0
19,14|16,15;-0.432;0.8754;-0.143982;-0.15;0
12,17|2,11;0;0;-0.288;1.188172;0
13,17|1,11;0;0;0;0.62286;0.1813041
14,16|1,13;1.02;0;-0.45;0.8057401;0
14,17|1,14;0;0;-0.45;0;-0.15
13,17|2,14;0;-0.45;-0.585162;0;0
12,17|2,16;1.25566;0;0;0;0
15,3|8,19;0;0;-0.15;0;0
15,2|9,17;-0.432;0;0;0;0
16,4|11,16;0;0;-0.45;0;0
15,4|12,16;0;0;0;0;-0.15
15,4|13,16;-0.45;0;-0.15;0;0
15,4|14,16;-0.45;0.6;0;0;0
15,5|15,16;0;0;-0.1194;-0.45;0
17,3|16,5;-0.432;0;-0.009996187;0;0
13,9|10,18;0;0;-0.45;0;-0.15
13,9|10,17;0;0;-0.45;0;0
12,8|9,15;0;0;-0.45;0;0
11,8|5,15;-0.1746;-0.01864201;-0.45;0.8754;0
18,6|6,17;-0.432;0;0;0;0
17,7|8,17;-0.45;0;0;0;0
17,8|9,17;0;0.6;0;0;0
17,7|10,17;0;0.6;0;0;-0.15
17,8|12,17;0;0;0;0;-0.15
17,8|13,17;0;0.6;0;0;0
17,7|14,17;0;0;0;1.02;-0.15
18,7|15,17;-0.45;0;0;0;0
18,8|15,16;-0.41058;0;-0.45;1.02;0
17,9|18,15;-0.45;0;1.02;0;0
17,10|18,14;0;0;0.6;0;0
16,10|18,13;0;0.6;0;0;0
16,9|18,12;-0.45;0.8057401;0;0;0
16,10|18,11;-0.42714;0;0.762;0;0
9,9|16,11;-0.15;0;0;0;0
9,9|10,13;0;1.02;0;0;0
9,8|10,12;-0.74916;0.012;0;0;-0.093
11,19|12,17;0;-0.24426;0;-0.44145;-0.093
17,11|5,10;0;0;0;0.6;0
19,11|4,11;0;0;-0.45;0;0
18,11|3,11;0;0;0;0;-0.15
18,11|2,11;0;0;-0.45;0;0
17,11|1,11;0.762;0.6;-0.45;0.6;-0.15
16,11|0,11;0;0;0;0.762;-0.255
16,11|0,12;-0.45;0.762;-0.45;0;0
16,12|0,13;-0.45;0.8057401;-0.45;0;-0.13146
15,12|3,13;0;0;0.06815211;1.182;-0.15
15,11|10,13;-0.280938;0;0.0380058;0.6;0
8,1|16,0;0;0;0.6;0;0
7,1|15,0;0.6406026;-0.45;0;0;0
8,2|13,2;0.6407549;0;0;0;0
8,3|11,3;0.6185676;0.6;1.137625;0;0
0,17|6,0;0;0;-0.15;0;0
0,17|6,1;1.02;0;0;0;0
0,18|6,2;1.02;0;0;0;0
1,18|4,3;0.6;0;0;0;0
1,19|4,4;-0.15;-0.45;0;0;0
1,18|4,5;0;0;0;-0.0481914;-0.15
1,18|4,6;0.6;0;0.6;0;0
0,18|4,7;0;0;-0.15;0;0
0,18|3,7;0;0;-0.15;-0.288;0
19,6|6,6;0.6;0.6;-0.45;0;0
19,7|7,6;0;0;0;0;-0.15
17,10|15,5;0;0;0;0;-0.093
17,10|15,6;0;-0.288;-0.477;0;0
0,18|5,10;0;0;0;-0.45;0
1,18|4,10;0.6;0;0;-0.45;-0.15
2,18|3,10;0.9799834;0;0.6;-0.288;-0.15
0,18|2,11;0;0.1218431;0;-0.1633426;0
12,16|2,11;0;0;0;1.22574;-0.15
12,16|1,11;0;0;0;0;-0.15
12,16|0,11;0;0;0;0;-0.15
12,16|0,12;0.8175499;0;-0.45;0;0
11,16|0,13;0;0;0;0.6;0
12,16|1,13;1.476;0;0;0.6;0
12,18|3,13;0.6;-0.45;-0.45;0.618;0
13,13|17,12;0;0;0;-0.45;0
7,5|18,9;0;0;0;-0.45;0
8,5|17,8;-0.45;0;0;0;0
8,6|17,7;0;0.6;0;0;0
8,5|17,6;-0.45;0;0;0;0
8,6|16,6;0;-0.45;0;0;0
8,5|16,5;0.6;0;0;0;0
3,10|18,19;0;0.6;0;0;0
3,9|17,19;-0.45;0;0;0;0
3,10|16,19;0;0.6;0.6;0;0
2,10|15,19;0;0;0;0;-0.15
2,10|14,19;0;0;0;-0.45;0
3,10|14,18;0;0;0.6;0;0
2,10|13,18;-0.45;0;0;0;0
2,11|12,18;0;0;0;0;-0.15
2,11|10,18;0;0;0;0;-0.15
2,11|10,17;0;0;0;-0.432;-0.15
2,10|6,16;-0.288;0.6;0;0;0
2,9|5,16;0;1.02;0;0.00408599;0
2,8|4,16;-0.45;0;0;-0.45;0
16,4|11,15;-0.432;0;0;0;0
17,6|14,15;0;0;-0.406638;0;0.287538
17,5|18,10;-0.3019779;0.6;0;0;0
16,3|16,9;-0.3762;2.699795;-0.288;0;0
15,1|16,6;0;0.6;0;0;0.0204
15,0|15,6;-0.432;-0.15;0;0;-0.15
15,0|15,5;-0.288;0;0;0;-0.132
11,11|5,5;0;0;-0.45;0;0
10,12|7,5;0;0;-0.288;0;-0.132
11,13|11,5;0;-0.432;0;0;0
12,12|12,9;0;-0.28314;-0.5904;0;0
10,8|16,0;0;0;0;-0.45;0
11,8|13,1;0.6;0;0;0;0
11,9|13,2;0;-0.5904;0;0;0
12,8|10,3;0;0;-0.155655;0;0
11,8|12,7;1.3962;0.3149596;0;0;0.4507365
0,18|19,4;0;0;0;-0.432;0
0,18|19,6;0.6;0;0;0;0
0,19|19,7;-0.15;0;0;0;0
0,19|19,8;0;-0.45;0;0;0
0,18|19,9;0.6;0;0;0;0
0,19|19,10;0;-0.45;0;0;0
0,18|19,11;0;-0.45;0;0;0
0,17|18,11;0.6;0;0;0;0
0,18|18,12;0;0;0;-0.45;-0.15
0,18|18,13;0;-0.45;0;0;0
0,17|17,13;0;-0.45;0;0;0
1,15|16,15;0;1.02;0;0;0
0,15|9,15;0;1.476;0;0;0
0,16|4,15;0;0;-0.093;-0.1660902;0
0,16|3,15;1.91979;-0.45;0;-0.1293526;0
1,17|2,16;0.6;-0.45;2.423376;-0.765;0.5400664
18,5|13,7;0;0.6;0;0;0
18,4|13,6;0;0;0;0.6;0
19,4|13,5;-0.45;0;0;-0.15;-0.15
19,4|12,5;-0.765;0;0;0;0
19,5|11,5;0;0;-0.288;0.012;-0.132
19,5|9,5;0.6;0;-0.2829942;-0.15;0
19,5|8,5;0;0;-0.442458;0;-0.093
18,5|8,4;1.78729;-0.29682;0;1.118649;0
18,6|16,1;0.762;0;-0.288;0.61854;0.05574
18,19|7,5;0;0;0;0;-0.15
18,19|8,5;0;0;0;0.6;0
19,19|9,5;-0.15;0;0;0;0
19,19|10,5;0;-0.45;0;0;0
19,18|11,5;0;0;-0.45;0;0
18,18|11,6;0;0;0;0.6;0
19,18|12,6;0.6;0;0;0;-0.132
16,17|8,9;1.641918;0;0;0;-0.15
16,17|8,10;0;0;-0.432;0;0
15,18|9,11;0;0;0;0;-0.15
15,18|10,11;0.6;0;0;0;-0.15
15,18|11,11;0.6;0;0;0;0
14,19|12,12;-0.15;0;0;0;0
14,19|13,12;0;0;0;0.6;0
13,19|16,15;0.4745346;-0.288;1.277791;-0.45;0
12,19|15,15;-0.15;-0.45;2.661712;-0.45;-0.15
7,13|0,16;0;0.6;0;0;0
7,12|1,16;0;0;0;0.6;0
8,12|1,15;0;0.6;0;0;0
8,11|2,15;0;0;-0.432;0;0
7,9|5,14;0.261341;0.8754;0.03113413;0;0.1361341
7,9|5,13;0;1.02;0;1.059756;0.2778984
4,11|12,5;0;0;0.6;0;-0.15
3,11|11,5;0;-0.45;0;0;0
3,10|10,5;1.02;0;0;0;0
3,11|9,5;-0.1349502;-0.45;0;-0.45;0
2,11|6,6;0;0;0;-0.5813382;0.2935884
18,19|9,19;0;1.9086;0;0;0
17,18|11,19;-0.431082;0.762;-0.45;0;0
17,12|4,17;0;0.6;0;0;0
17,11|4,16;0;0;0;0.6;0
18,11|5,16;0;0;-0.45;0;0
17,11|6,16;-0.45;0;0;0;0
17,12|7,16;-0.45;0;0;0;0
17,13|8,16;0;0;0;0.6;0
18,13|9,15;0;0;-0.765;0;-0.15
17,13|10,15;0;0;-0.45;0;-0.15
17,13|11,15;0;0.6;-0.765;0;0
18,4|12,15;-0.45;0;0;0;0
18,6|14,15;0;0;-0.41454;0;0.3213568
19,6|17,13;0;1.182;0.03112391;0;0
19,4|19,12;-0.45;0;0;-0.15;0
19,5|19,11;-0.45;0.6;0;-0.01377764;0
18,6|19,9;0;0;0;-0.45;-0.15
19,6|19,8;-0.9855;0;0;0.8169016;0.3116087
4,16|13,0;0;0;0;-0.45;0
5,16|13,1;0;0;0.6;0;0
4,17|15,1;0;0;0.6;-0.45;0.16914
5,17|15,2;0;-0.45;0.6;0;0
5,16|15,3;0.6;0;0;0;0
5,17|15,4;0;0;0.6;0;0
4,17|15,5;0.6;0;0;0;0
4,17|15,7;0;-0.765;0;0;0
4,16|15,8;0;-0.45;0.6;-0.45;0
5,16|15,9;0.6;0;0;0;-0.13146
3,17|13,13;0.6311401;0;0;0;0.09273034
0,17|2,13;0.6;0;0;0;0
0,18|1,13;0;-0.45;0;-0.45;0
1,18|1,14;1.158046;-0.43146;-0.020862;1.22574;0.1254
17,18|0,1;0;0;0;0;-0.15
17,18|0,2;0;-0.45;0;0;0
17,17|0,3;0;0;0;0;-0.15
17,17|0,4;0.6;0;0;0;-0.15
17,17|0,5;0;0;0;0.6;0
18,17|0,6;0;0;0;0.6;0
19,18|0,8;0;0;0;-0.1194;0
19,17|0,10;0.6;-0.45;0;0;0
19,18|0,14;0.6;0;0;0.1254;-0.15
19,18|0,15;0.6;0;0;0;0
19,19|1,16;-0.15;-0.45;-0.45;-0.15;0
19,19|1,17;0;0;-0.45;0;-0.15
19,19|2,17;0;0;0;0;-0.15
19,18|4,17;0.6;-0.432;-0.21744;0;0
19,15|14,17;-0.45;0.762;-0.45;-0.132;-0.132
18,14|17,17;0;0;0;1.199838;-0.15
12,17|10,15;0.6;0;-0.45;0;0
12,18|11,15;0;0;0;0;-0.15
12,18|11,16;0.6;-0.3496669;0;0;-0.15
13,6|19,8;0;0;0;-0.15;0
13,6|18,8;-0.45;0;0;0;0
13,7|17,8;0;0;0.6;0;0
12,7|16,8;-0.45;0;0;0;0
12,8|15,8;-0.432;0;0;0;0
12,6|11,11;-0.45;0.6;-0.45;0;0
11,6|10,11;-0.15;0;-0.288;2.163257;0.1126759
11,6|9,11;0;0.6;0;2.403229;-0.15
10,19|3,9;-0.255;0;0;0;0
10,19|3,10;-0.15;0;-0.4194;0;0
9,17|0,14;0;-0.45;0;0;-0.13146
12,9|1,10;0;0;0;0;-0.15
12,9|1,9;0;0;0;0.6;0
13,9|2,9;0;0;0;0;-0.15
13,9|4,9;0;0;0;0;-0.15
13,9|5,9;-0.15;0;0;0;-0.15
13,9|5,8;0;0;-0.603;-0.15;0
13,9|5,7;-0.15;0;0;0;0
13,9|5,6;-0.15;0;0;-0.255;0
19,9|2,6;0;0;0;0;-0.15
19,9|3,6;0.6;0;0;0;0
19,10|4,6;0;0;-0.45;0;0
18,10|5,6;0;0;0;0;-0.15
19,10|7,6;0;0;0;-0.15;0
19,10|8,6;0;0;-0.45;-0.15;0
19,10|8,5;0.6;0;0;0;-0.15
19,12|10,3;0;-0.45;-0.9855;0;0
19,12|12,3;0.6;-0.1705366;0;0;0
19,13|13,3;0.6;0;0;0;0
19,15|13,1;0.762;-0.462942;-0.5072094;0;0
19,14|15,2;1.4088;-0.765;-0.45;0;-0.255
19,13|15,3;0.6;0;0;0;-0.093
19,14|15,6;0.6;0;0;-0.15;0
19,15|15,7;0.6;0;0;0;0
19,16|15,8;0;-0.45;0;0;0
19,15|15,9;0;0;-0.45;0;0
18,15|15,10;0;0;0;0.6;0
19,15|15,11;0;0;-0.45;0;0
18,15|15,12;0;0;0;0.618;0
8,5|8,19;0;0;0;0.6;0
9,5|8,18;0;0;-0.45;0;0
8,5|8,17;0;0;0;1.02;0
9,5|8,16;-0.432;0;0;0.6;0
10,6|7,15;0;0;0;0.618;0
10,6|5,13;0;0;-0.288;0.6;0.012
11,5|7,11;-0.603;0;0;0;0
11,6|7,10;0;1.02;0;0;0
11,5|8,10;-0.24426;0;-0.45;0;0.1254
0,4|1,19;0;0.6;0;0;0
0,3|1,18;0;0;-0.132;0;0
1,3|1,16;0;0.618;0;0;0
1,0|0,9;-0.45;0;-0.603;0;-0.116142
2,1|0,5;0;0.6;0;0;-0.1270476
2,0|0,4;-0.432;0;0;0;0.012
13,16|7,5;0.6;0;0;0;0
13,17|8,5;0.6;0;0;0;0
13,18|9,5;0.6;0;0;0;0
13,19|10,5;0;0;-0.45;0;0
12,19|10,6;0;-0.45;0;0;0
12,18|11,6;0.6;0;0.6;0;0
12,19|12,6;0;0;0;0.6;0
13,18|12,8;0.6;-0.288;0;0;0
14,19|11,9;-0.15;-0.432;0;0;0
14,18|9,9;0;0;-0.288;0.6;0
15,18|8,9;0.6;0;0;0;0
15,18|9,13;0;0;-0.44586;0;0
14,18|10,13;1.182;0;0;1.02;0
3,7|2,11;0;0;0;0;-0.15
5,6|5,8;-0.45;0;0;0;-0.15
9,1|0,8;0;0;-0.603;0.6;0
10,1|0,7;0;0;0;0;-0.255
10,1|1,7;-0.45;0.6;0;0;-0.15
10,1|2,7;0;0.6;0;0;0
9,0|4,7;0;0;0;1.02;-0.15
10,0|5,7;-0.288;0;-0.765;0;-0.15
9,0|5,6;-0.765;-0.15;-0.765;0;0
8,0|5,5;-0.45;-0.15;-0.44676;0;0
8,0|6,2;-0.45;0;0;1.182;0
8,0|7,1;-0.765;0;-0.45;1.314;0.01685999
9,0|8,1;-0.765;0;-0.765;1.02;-0.176329
9,0|8,0;0.762;-0.3285;-0.45;0;-0.3285
9,0|9,0;0;0;0;0;0
5,3|5,17;0;0.6;0;0.6;0
6,3|5,16;0;0;0;0;-0.15
6,3|5,15;-0.432;0.762;-0.45;0;0
8,4|1,11;-0.603;0.6;0;0;0
8,5|2,11;-0.45;0;0;0;0
8,6|3,11;-0.15;0;0;0;0
8,6|4,11;-0.15;0;0;0;0
8,6|4,10;-0.093;0;0;0;0
8,6|4,9;0;0;0;1.02;0
9,6|5,9;0;0;0;0;-0.15
9,6|5,8;0;0;-0.1605546;0;-0.15
9,6|5,7;0;0.762;0;0.618;0
1,3|17,3;0;0;0.6;0;0
0,3|16,3;0;0;0;0;-0.1194
2,4|10,2;0.8057401;-0.45;0;0;0
15,3|11,5;0;0;0;0.6;0
16,3|10,5;-0.45;0;0;0;0
0,13|10,3;0;0;0;0;-0.15
0,12|5,3;0;0;-0.255;0;0
0,12|4,4;0;0;0;0;-0.15
0,12|4,5;0.6;-0.288;0;0;0
0,14|4,7;0.6;0;0;0;0
0,15|3,7;0.6;0;0;0;-0.15
0,16|2,7;0.6;0;0;0;0
0,16|1,8;0.6;0;0;0;0
0,17|0,8;0;0;0;1.02;0
5,13|19,11;0.6;0;0;0;0
5,14|18,11;0;-0.45;0;0;0
5,13|17,11;0;-0.15;0;0;0
5,13|16,11;0.6;0;0;0;-0.15
5,14|16,13;0.6306;0;0;0.05574;0
5,14|13,13;1.199995;-0.765;0;0;0
13,15|8,18;0;0;-0.45;0;0
12,15|9,18;0;-0.15;0;0;-0.15
12,15|10,18;0;0;-0.288;0;-0.1194
15,15|14,17;-0.4371288;0;0;0.7668601;-0.15
7,1|3,10;-0.45;0;0;0;0
11,9|8,8;0;0;0;0;-0.15
11,9|9,8;-0.15;0;0.1288882;0;-0.15
11,9|10,8;0.7162136;0;0;0;0.3714904
10,9|11,9;0;0.6;2.29322;0;0
0,19|17,8;0;0;-0.255;0;0
0,19|17,9;-0.15;-0.45;-0.15;0;0
0,19|17,10;-0.15;-0.29682;0;0;0
1,19|17,12;-0.15;-0.45;0;0;0
13,9|19,19;0;0;0;-0.15;0
13,9|19,18;0;0;0.6;0;0
12,9|18,18;-0.15;0;0;0;0
12,9|17,18;0;0;0;-0.45;0
13,9|17,17;0;0;0.6;0;0
13,9|17,15;0;0;0;-0.1188438;0.1304058
11,8|11,11;0;-0.236054;0;0;0.5714281
11,8|10,11;-0.2644962;0.08770956;-0.45;2.110848;0.1491062
10,8|2,2;0.6;0;0;0;0
10,9|3,2;0;0;-0.45;0;0
9,9|4,3;0;0;0;0.6;0
10,9|4,4;-0.15;0;0;0;0
10,9|5,4;-0.15;0;0;0;0
10,9|6,4;0;-0.45;0;0;0
10,8|7,4;0.6;0;0;0;0
10,9|7,5;-0.15;0;0;0;0
19,17|16,10;0;0;-0.45;0;0
19,0|19,4;-0.4928376;0.1338;0;0.1478341;0.1101259
19,4|18,15;0;0;0;0;-0.15
19,3|19,14;-0.432;0.6;0;0;0
17,4|18,12;0;0.6;0;0;0
17,3|18,11;-0.45;0;0.618;0;0
16,2|17,10;0;1.02;0.6;-0.4492962;0
17,2|17,9;-0.4311728;1.001922;2.045916;0.6;0.01209719
4,13|2,3;0.6;0;-0.45;0;-0.15
4,13|2,4;0;-0.15;0;0;0
4,13|2,5;0;0;-0.45;0;0
3,13|2,6;0.6;0;-0.45;0;0
1,15|0,15;0;0;-0.45;1.02;0
2,15|1,15;0;0;-0.45;1.45254;0
11,9|15,19;-0.15;0;0;0;0
11,9|15,18;0;0;0;0;-0.15
11,9|15,17;-0.15;0;0;0;0
11,9|15,16;0;0;0.618;0;0
10,9|16,15;-0.132;0;0;0;0
11,8|15,13;-0.07113688;-0.255;0;-0.288;0.0204
6,16|0,5;0.6;0;0;0;0
6,17|0,6;0.618;0;0;0;0
5,18|0,8;0;0;-0.45;0;0
4,18|0,9;0.6;0;0;0;-0.15
18,6|10,16;0;0;-0.603;0;0
17,6|11,16;0;0;-0.45;0.6;0
18,6|12,16;0;0.6;0;0.6;0
18,5|13,16;-0.288;0;0;0;-0.132
19,6|16,16;-0.45;0;-0.45;0;0
18,5|19,10;-0.45;0;0;0;0
5,14|7,8;0;-0.45;0;0.012;0
2,15|5,13;0;-0.5967;0;-0.45;0.02628
2,13|4,14;0;0;0;0;-0.15
2,19|8,0;0;0;0.6;0;0
1,19|8,2;-0.15;0;0;0;0
1,18|8,4;0.6;0;0;0;0
1,19|7,4;-0.255;0;0.6;0;-0.15
0,19|4,4;-0.15;-0.45;0;0;-0.15
0,19|3,4;-0.15;0;0;0;0
0,19|2,4;-0.15;0;0;0;0
0,19|1,6;-0.15;0;-0.15;-0.45;0
1,19|1,7;0;0;0;0;-0.1974117
4,18|2,18;-0.45;0;-0.45;0;0.01267553
7,11|17,11;-0.45;0;0;-0.45;0
7,12|17,12;-0.45;0;0;-0.4454478;0
10,15|2,17;0;0;-0.45;0;0
9,15|3,17;0;-0.15;0;0;0
9,15|4,17;0;-0.15;0;0;0
9,15|5,17;0;0;-0.45;0;0
8,15|5,16;0;-0.132;-0.5363095;0;0
19,18|9,15;0.6;0;0;0;0
19,12|19,15;0;0.762;0;0;-0.15
1,6|1,1;0;0;0;-0.45;0
2,6|2,1;0;0;0;0.6;0
3,6|2,2;0;0;0;0.6;0
4,6|2,3;0;0;0;0.6;0
5,6|2,4;0;-0.45;0;0;0
5,5|3,4;0;-0.3995167;0;0;0
7,13|10,19;-0.15;0;0;0;0
7,13|10,18;-0.15;0;0;-0.45;0
8,13|10,17;-0.15;0;0;0;0
8,13|9,17;-0.15;0;0;0;0
2,18|12,8;0;-0.45;0;0;0
3,19|8,9;-0.2424;-0.5904;1.02;0;0
2,18|7,12;0.95478;0;0.6;-0.4170288;0
3,16|4,13;0.6311401;0;0;-0.1661528;0
17,6|8,1;0.6;0;0;0;0
17,7|9,1;0.6;0;0;0;0
17,8|10,1;0;0;0;2.061369;0
10,3|0,18;0;0;-0.45;0;0
9,3|0,17;0;0;0;0.6;0
10,3|0,16;-0.15;0;0;0;0.012
10,3|0,15;0;0;0;0.6;-0.15
11,3|0,14;0;0;-0.432;0;0
11,1|2,11;0;0.6;0;0.6;0
11,0|3,11;0;0;0;0;-0.15
11,0|4,11;-0.45;0;0;0;0
11,1|4,10;0;0.6;0;0;0
11,0|4,9;-0.45;0;-0.45;0;0
11,1|5,9;-0.45;0.6;0;0;0
11,2|5,8;-0.765;0;0;0;0
13,1|7,2;0;0;0;0.6;0
14,1|9,2;-0.15;0;-0.28314;0;0.06414001
12,8|10,0;0.6;0;0;0;0
12,9|10,1;0;-0.45;0;0;0
12,8|10,2;0;0;0;0.618;0
13,8|8,4;0;0;-0.42714;0.012;-0.0804
13,9|11,5;-0.255;0;0.5780928;0;0
13,9|12,5;-0.15;0;0;-0.15;-0.15
13,9|13,5;-0.15;-0.45;0;0;0
5,1|15,6;0;0.6;0;0;0
5,1|15,4;-0.4336959;0.6;0.6;-0.432;0
7,3|10,1;0;-0.4407961;0;0;0.271872
11,11|19,11;0.6;0;0;0;0
11,12|18,11;0;0;0;0;-0.15
11,12|18,12;0;0;0.6;-0.45;0
10,12|17,12;0;0;0.6;0;0
9,12|16,12;0.6315181;0;0;0;0
7,11|10,12;-0.1251871;1.314;0;0;0.012
9,6|18,1;-0.15;0;0;0;-0.15
9,6|17,1;0;0;0.6;-0.45;0
10,6|16,1;-0.132;0;0;0;0
6,6|10,19;0;0;0.6;0;0
5,7|9,16;0;0;0;-0.255;0
5,8|8,15;0;0;0;0;-0.15
5,8|7,15;-0.04807801;0;0;-0.132;0
5,8|5,14;0;1.384968;0;0;0
2,11|3,17;0;0;0;-0.4194;0
2,11|2,16;0;0.6;0;0;0
1,10|1,15;0;0.6;0;0;0
0,9|0,14;-0.4312325;0;0;0.6189569;0.3012124
7,0|14,19;-0.45;0;0;0;0
7,1|14,18;-0.45;0;0;0;0
7,2|14,17;-0.45;0;0;0;0
7,3|14,16;0;0;0;0;-0.15
8,2|16,15;-0.765;0;0;0;0
8,3|17,15;-0.45;0;0;-0.1746;0
8,4|17,14;0;0;0.618;-0.15;0
7,3|17,12;-0.765;0.6;0;-0.45;0
8,3|17,11;0;0;0.618;-0.45;0
7,4|16,10;0;1.182;0;0;0
7,3|16,9;0;1.18701;0.6;0;-0.15
9,3|13,2;-0.255;0;1.921283;-0.4896;0
9,3|13,3;0;0.6;0;-0.4130478;-0.132
2,6|10,13;0;2.141718;0.6;0;-0.132
2,5|8,13;-0.5140748;1.182;0;0;0
3,7|0,11;0;1.211794;-0.293418;0.9309499;0.3661046
2,6|0,8;0;0;0;0.6;0.1483701
2,6|0,7;0;0.6;0;0;0
2,4|1,6;-0.2698396;1.623464;0;0;-0.15
2,4|1,5;0;0.6;0;0;0
9,12|4,2;0;0;0;0.6;0
10,12|4,3;0;0;0;0.6;0
11,12|5,3;0.6;0;-0.45;0;0
10,12|6,3;0;-0.45;0;0;0
10,11|6,4;0;0;0;0.6;0
11,11|7,4;0;-0.15;0;0;0
11,11|7,5;0;0;0;0;-0.15
11,11|8,5;0;0.01685999;0;0;-0.132
7,15|11,2;0.6;0;0;0;0
7,16|11,3;0.6;0;0;0;0
7,17|10,3;0.618;0;0;0;0
7,19|9,6;-0.132;0;0;0;0.1254
6,18|12,8;1.02;0;0;0;-0.08814001
6,18|11,8;0;-0.45;1.1946;0;0
5,17|9,8;0;-0.432;0;0;0
5,17|8,9;1.476;0;0.6;0;0
5,18|8,11;0;-0.7524;0;0;0
17,0|14,16;0;-0.15;0;0;0
17,0|14,15;0;-0.15;0;0;0
17,0|15,15;0;-0.15;0;0;0
17,0|16,15;-0.45;0;0;0;-0.15
17,1|17,15;-0.288;0.6;0;0;0.012
17,0|17,14;-0.45;0;0;0;-0.15
17,0|18,11;0;-0.15;0.6;-0.45;0
18,0|18,10;0;0;0;1.02;0.012
19,0|18,9;-0.5777118;0;-0.1737252;-0.255;-0.255
19,0|18,8;-0.1746;-0.15;-0.765;-0.15;0
17,0|17,6;-0.2372921;0.07168671;-0.1956;0.6;0.570436
19,5|11,16;-0.45;0;0;0;0
18,8|16,15;0;0.6;0;0;0
19,7|18,14;-0.45;0.6045522;0;0;0
