State;Up;Down;Left;Right;Stay
15,15|15,2;0;0;0.6;0.6;0
14,15|15,3;0.6;0;0;0;0
14,16|15,4;0;-0.45;0;0;0
14,15|15,5;1.182;0;0;0;0
14,16|15,6;1.187115;0;0.840955;-0.45;0
14,17|15,7;0;-0.45;0.6189456;0;0
12,17|15,11;1.476;-0.45;0;0;0
12,13|8,6;0;0;-0.100242;0.6;0.012
13,13|11,6;0;0;-0.288;0;-0.3285
13,13|12,9;-0.15;0;0;0;-0.255
13,13|11,9;-0.255;-0.288;0;0;-0.15
13,13|9,9;-0.15;-0.502326;-0.1803996;0;-0.15
12,13|10,11;0;0;0;0;-0.15
13,15|10,1;0.6;0;0;0;0
13,16|11,1;0.6;0;0;0;0
13,17|12,1;0.618;0;0.762;0;0
14,18|15,1;1.182;-0.603;1.428252;0;0
16,19|15,7;-0.15;0;-0.45;0.762;0
15,18|15,9;0;0;0.6;0.6;0
16,18|15,10;0;0;0;0.6;0
17,18|15,11;0;0;0;0;-0.15
17,18|16,11;0;-0.411138;0;0;0
10,16|0,2;0.6;0;0;0;0
10,17|0,3;0;0;0;0.6;0
11,17|0,4;0;0;-0.45;0;0
10,17|0,5;0;0;0;0;-0.15
10,17|0,6;1.182;0;0;0;0
10,18|0,7;0;0;-0.288;0.6;0
11,18|0,8;0;0;0;0;-0.15
11,18|0,9;0.6;0;0;0.6;-0.15
11,19|0,10;-0.132;0;0;0;0
12,18|0,16;0;-0.45;0;1.02;0
13,18|1,16;0;-0.5968278;-0.45;0;0
13,17|2,16;0.62286;0;0;0.6;0
11,18|3,18;0;0.6;0;0.6;0
11,17|4,18;0;0;-0.45;0;0
10,17|5,18;0;0;-0.45;0;0
9,17|5,17;1.303662;0;0;0.6306;0
10,17|7,17;0;0;-0.400164;1.01033;0
17,12|10,6;0;-0.45;0;0;0
17,11|11,6;0;0;-0.45;0;0
16,11|12,6;0.6;0;0;0.618;0
16,12|12,7;0;-0.45;0;0;0
16,11|12,8;0;0;-0.594738;0.6;0
15,11|12,9;1.31682;0;0;0.6;0
15,13|8,9;-0.187068;-0.288;0;0;0.268608
14,13|8,12;0.2085665;0;0;0.618;0
17,13|11,13;0;1.115653;0;1.81294;0
14,15|8,19;0;0;0;0.6;0
15,15|9,19;0;0;0;0;-0.15
15,15|9,18;-0.45;0;-0.45;0;0
15,15|11,15;0.6;0.012;0;1.5198;0.2115678
16,15|15,15;-0.432;-0.15;-0.45;0.9810726;-0.15
4,11|4,5;-0.15;-0.45;0;0.6;0
5,11|4,6;0;0;0;-0.15;0
18,18|10,18;0.6;0;0;1.38738;0.13026
17,17|16,18;-0.765;0.9309499;0;0.762;0
19,13|4,6;0;0;0;0;-0.15
19,13|5,6;0;0;0;-0.132;0
18,13|7,6;0;0;0;0;-0.15
19,14|10,6;0.6;0;0;0;0
19,16|12,7;0;-0.288;-0.432;0;0
18,18|8,11;0.6;-0.765;0;0;0
18,11|15,12;-0.45;0.6;0;0.6;-0.15
0,1|3,4;0;0;0;-0.765;0
1,1|3,3;-0.41058;0;0.6;0;0
9,9|3,14;-0.08473802;0;0;0;0
12,8|7,12;0;0;-0.4778666;2.085741;0
11,8|7,11;-0.45;-0.15;0;0;-0.0783561
15,5|11,16;-0.45;0;0;0;-0.15
15,2|16,11;0;0;0;-0.29682;-0.15
17,1|16,7;-0.5042322;0.8754;0;0;-0.144492
9,17|17,16;0;-0.45;0;0;0
9,16|16,16;0.380802;0;0.762;0;0
4,6|13,12;-0.45;0;0;0;-0.15
4,7|12,12;0;0;0.6;0;0
3,7|11,12;0;0;0;0;-0.15
3,7|10,12;-0.45;0;0;0;0
3,8|9,12;0;0;0.6;0;0
2,8|8,12;0;0.618;0;0;0
3,7|7,13;0;1.182;1.040249;-0.45;-0.02918334
13,0|7,6;0;0;0;0;-0.15
13,0|8,6;0;0;0;0;-0.15
14,0|8,4;0;0.16914;-0.43146;1.314;0
13,0|8,2;0;-0.1665;-0.8235;1.182;-0.15
13,1|12,2;-0.765;0;0;0;-0.2025129
10,8|6,19;0;-0.15;0;0;0
10,8|6,18;0;0;0;0;-0.15
10,8|6,17;0;0;0;0.6;0
11,8|6,16;0;-0.255;0;0;0
8,8|7,12;0;-0.255;-0.5299865;1.566094;-0.15
8,8|7,11;0;-0.3285;-0.432;0.8057401;-0.15
0,7|8,2;0;0;0.012;0;-0.15
0,7|7,2;0.6;0;-0.15;0;0
0,8|7,3;1.02;0;0;0;0
0,11|4,9;0;-0.45;-0.13146;0;0.2543034
0,11|2,10;0.762;-0.4307185;0.2638501;-0.05675121;0
10,19|15,16;0;0;1.02;0;-0.15
15,18|19,2;0;-0.45;0;0;0
15,17|19,3;0;-0.45;0.6;0;-0.15
14,17|19,4;0.6;0;0;0;0
14,18|19,5;0;0;0.6;0;0
13,18|19,6;0.6;0;0;0;0
13,19|19,7;-0.15;0;0.6;0;0
12,17|17,8;0;-0.45;0;0;0
12,16|17,9;0.6;0;0;-0.432;0
15,11|19,14;0;0;-0.15;0;0
15,11|19,13;0;0;0;0;-0.15
15,11|19,12;-0.45;0;0;0;0
15,12|18,12;0;0;-0.15;0;0
15,12|17,12;0;-0.45;0;-0.45;0
12,3|1,15;-0.15;0;0;0;0
12,3|1,14;-0.15;0;0;0;0
12,3|1,13;-0.15;0;0;0.6597894;-0.15
12,3|0,13;-0.12276;0;-0.288;0;0
12,3|0,12;0.012;1.4088;-0.45;0;0
11,3|0,11;0;0;0;0;-0.13146
11,3|0,9;-0.15;0;0;0;0
11,2|1,8;-0.45;0;0;0;0
11,3|2,8;0;0;-0.45;0.8754;0
10,3|3,8;0;0;-0.765;0;0
10,3|4,7;0;0;-0.43146;0.7668601;0
8,2|5,4;0;0;-0.59814;0.7637177;0
11,8|18,17;0;0;0;0;-0.15
11,8|17,17;0;0;0.6;0;0
10,8|17,16;0;0;0;-0.45;0
11,8|17,15;-0.288;0;0;-0.45;-0.15
11,8|17,14;-0.45;0.012;0;0;0
17,12|16,16;-0.45;0;0;0;0
17,13|17,16;0;0;0;0;-0.1314438
15,8|13,11;-0.43146;0.9844906;-0.15;0;0
1,8|7,1;0;0;0;-0.45;0
2,8|6,3;0.6;0;0.6;0;0
0,7|3,3;1.02;0;0;0;0
0,8|3,4;0.6;-0.4039779;-0.15;0;0
0,10|3,6;0;-0.432;0.3085788;0;-0.05871595
8,0|15,10;-0.45;0;0;0;0
8,1|15,9;-0.45;0;0;0;0
8,1|15,6;-0.45;0.6;0;0;0
3,5|6,18;0;0;0;0;-0.15
3,5|6,17;0;0;0.6;-0.45;0
2,5|6,16;-0.45;1.190262;0;0;0
2,6|5,16;0;0.61854;0;0;0
4,6|3,9;0;1.040948;0;0.618;-0.15
0,0|13,16;-0.45;-0.15;0;0;0
0,0|12,16;0;0;0;0;-0.15
0,0|11,16;0;0;-0.15;0;0
0,0|10,16;-0.45;0;0;0;0
0,0|8,16;0;0;-0.15;0;0
0,0|7,16;-0.432;0;0;0;0
1,1|6,15;0;0.6;0;-0.45;0
2,1|5,15;0;0.6;0;-0.4454478;0
3,0|4,14;0;0;0.618;0;0
0,0|1,14;-0.5897574;-0.15;0;0;-0.1936492
2,0|0,2;-0.45;-0.15;0;0;0
2,1|0,1;0;-0.45;0;0;0
2,0|0,0;0.6;0;0;0;0
2,1|1,0;0;-0.45;0;0;0
19,19|0,15;-0.15;0;0;0;0
19,19|1,15;-0.15;0;-0.603;-0.255;0
18,19|1,16;0;0;-0.45;0;-0.15
18,18|7,17;0;0;-0.45;0;0.1254
17,18|7,18;0;0.6;-0.08117462;0;0.06414001
16,16|10,18;0;0;0;1.182;0
17,16|11,18;0;0.6;-0.45;0;-0.15
2,1|4,6;-0.45;0;0;0;0
2,2|3,6;0;0;0.6;0;0
1,2|2,6;-0.4184545;0;0.762;0;0.012
15,15|15,7;0;-0.15;0;0;0.0204
15,15|15,8;1.22574;0;0;1.2954;-0.15
15,16|15,9;0.6;-0.24426;0.6;0.762;0
15,17|15,10;0;0;0.6;0;0
13,15|16,13;0;0;0.631896;0;0
12,17|13,16;1.998313;-0.9855;0;-0.9855;0
11,1|0,16;0;0;-0.45;0;0
10,1|0,15;0;0.6;0;0;0
11,1|0,12;-0.765;0;-0.288;0.6;-0.15
11,2|1,11;0;0.6;-0.28314;0;-0.15
11,2|1,10;-0.45;0.762;0;0;-0.15
11,3|2,10;0;0;0;0.6;0
12,3|2,9;0;0;-0.45;0;0
11,3|3,9;0;0;0;0;-0.132
12,3|4,8;-0.15;0;0;0;0
3,15|1,7;1.182;0;0;0;0
3,16|1,8;0.6;-0.45;0;0;0
3,17|1,9;0;0;0;0;-0.093
3,17|1,10;0;0;0;1.18686;0
3,18|1,15;1.737884;-0.1746;-0.418414;0;-0.15
5,9|1,14;0;0;-0.45;0;0.199758
5,8|0,8;0.6;0;0;0;0
5,9|1,8;0;-0.45;0;0;0
5,8|2,8;0.6;-0.45;0;0;0
15,6|4,10;0;0.6;0;0;0
15,5|4,9;0;0.6;0;0;0
15,4|4,8;-0.45;0;0;0;0
15,4|4,6;0;0;0;0.6;0
16,3|5,5;0;0;-0.45;1.182;0
17,3|5,4;0;0.6;0;0;0
18,2|10,2;0.6;0;0;0.6;0
18,3|11,2;0;-0.45;0;0;0
18,2|12,2;0;-0.432;0;0.9778834;0
12,3|2,8;0;0;0;0;-0.15
12,3|3,8;0;0;0;0.618;0
13,3|4,7;0;0;0;0;-0.255
12,3|6,6;-0.132;0.8811834;0;1.597662;0
1,14|7,9;0;0;0;0;-0.15
1,14|7,10;0.618;-0.45;0;0;-0.15
8,16|18,2;0.6;0;0;0;0
8,17|18,3;0;-0.45;0;0;0
8,16|18,4;0;0;0;-0.45;-0.15
8,16|18,6;0;0;1.02;0;0
7,16|17,6;0.6;0;0;0;0
7,17|17,7;0;-0.45;0;0;0
7,16|17,8;0;0;0.6;0;0
6,16|17,9;0;0;0;0;-0.15
6,16|17,10;0;0;1.02;0;0
5,16|17,11;0;0;0;-0.45;-0.15
5,16|17,12;0;-0.45;0;0;0
5,15|17,13;0;-0.279738;0.6;0;0
3,17|11,13;0.6;-0.288;0;0;0
3,18|10,13;1.629808;0;0;0;0
19,10|1,0;0;-0.45;0;0;0
19,9|1,1;0;-0.45;0;0;-0.15
19,8|2,1;0;0;0;-0.132;0
19,12|7,1;0;0;0;-0.132;0
19,13|16,1;1.02;0;0;-0.15;-0.255
19,12|17,5;1.18686;0;-0.74412;-0.15;0
19,13|17,6;0.618;-0.2165652;-0.45;0;0
18,14|18,7;0.8057401;0;-0.45;0;0
17,14|17,7;0.618;0;0;0;0.3271359
16,15|17,12;1.195403;0.03785999;0;0;0.13026
17,10|19,18;-0.45;0;0;0;0
17,11|19,17;-0.45;0;0;0;0
17,13|19,15;0;0.6;0;0;0
17,12|18,15;0;0.6263664;0.6;0;0
11,18|5,11;0;0;-0.432;0;0
7,18|1,13;1.047594;-0.2871252;-0.45;1.02;0
0,9|1,18;0;0;0;-0.45;0
1,9|1,17;0;0;0.6;0.6;0
2,9|1,16;0;0;-0.432;0;0
7,17|19,13;0;-0.45;0;0;0
7,16|19,14;0.6;0;0;0;0
7,17|19,15;0.6;0;0;0;0
7,18|19,16;0;-0.45;0;0;0
7,17|18,16;0;-0.45;0;0;0
6,16|16,16;0.6306;0;0;-0.288;0
5,17|13,16;0;0;0.618;0;0.012
4,16|11,16;1.02;0.6;0;0;0
4,17|10,16;1.386444;-0.432;0;0;0
3,13|5,16;0;0;0;0;-0.15
3,13|5,15;0;0;0;-0.45;-0.15
3,13|4,15;0;0;0;-0.4258278;0.208182
4,10|19,1;0;0;0;-0.45;0
5,10|18,1;0.6;0;0;0;0
5,11|17,1;0;0;0.6;0;0
4,11|16,1;-0.132;0;0;0;0
3,11|9,3;0;0;0.6;0;-0.15
1,11|8,5;-0.15;0;0;-0.288;0
9,8|19,5;0.6;0;0;0;0
8,9|18,7;0;0;0;0;-0.15
8,9|18,8;0;0;0;0;-0.15
9,9|16,9;0;0;0.6;0;0
8,9|15,9;0;0.6;0.6;-0.45;0
7,9|15,10;0;0;-0.15;-0.765;-0.15
7,9|15,11;-0.765;0;0;0;0
7,10|12,13;-0.288;0.762;0.16914;-0.45;-0.15
7,9|10,12;0;0;0;-0.45;0
3,5|18,11;0;0;0;-0.45;-0.15
4,5|17,11;-0.45;0;0;-0.45;0
4,6|16,11;-0.45;0;0.6;0;0
4,7|16,10;0;0.6;0;0;0
4,6|16,9;-0.45;0;0;0;0
4,7|15,9;0;0;0.6;0;0
3,7|15,8;0;0;0;0;-0.1194
3,6|15,6;0;0;0;-0.2716749;0.04705799
0,7|10,1;1.02;-0.45;-0.1129522;0;0
0,8|9,1;0.6;-0.43146;0;0;0
0,10|6,4;1.172928;-0.4194;-0.132;0;0
1,8|3,6;1.322718;0;0.6361281;0;0
17,7|3,9;0;0;-0.432;0;0
17,7|3,7;0;-0.45;0;0;0
17,6|3,6;0;0;0;0.6;0
18,6|4,6;0;0;0;0.618;0
19,5|5,5;0;-0.45;-0.288;-0.15;0
19,8|16,4;0.6;-0.45;0;0;0.16914
7,15|12,6;0;0;0;-0.288;-0.15
7,15|12,7;0.6;0;0.91914;0;0
7,16|10,8;0;0;1.1946;-0.288;0
4,16|8,9;0;-0.45;0;-0.45;-0.1269
6,15|7,12;0;-0.132;1.028341;0;0.13026
0,11|19,1;0.6;0;0;0;0
0,12|18,1;0;0;-0.15;0;0
0,12|17,1;0;-0.45;0;0;0
0,11|16,1;1.02;0;0;0;0
0,12|15,1;0;-0.45;-0.15;0;-0.15
0,11|10,3;0;0;0.012;0;-0.15
0,12|7,3;0;-0.74358;0;0.012;0
16,7|11,1;0;-0.4127042;0;0;-0.15
2,4|15,12;0;0.6;0.8057401;0;0
2,3|15,11;0;0;0;0;-0.15
2,3|15,10;0;0.6;0;0;0
2,3|15,7;0;0;0.618;0;0
1,3|15,3;0;0;0;0;-0.15
1,2|14,1;0.762;-0.4685922;0;0;0
2,4|4,3;1.375541;0;0;-0.4180757;0
7,0|4,8;-0.45;0;0;0;0
7,1|5,8;0;0.6;0;0;-0.15
7,1|5,7;0;0;-0.288;0;-0.15
7,5|18,18;0;0;0;0;-0.15
7,5|18,17;-0.45;0;0;0;0
7,6|18,16;0;0;0.6;0;0
6,6|18,15;-0.15;0;0;0;0
6,6|18,14;0;0.618;0;0;0
7,5|14,13;0;0;0.6;0;0
6,5|13,13;-0.45;0;0;0;0
5,6|12,12;0;0;0;-0.432;0
6,5|10,12;0;0.6;0;0;-0.15
6,4|9,12;0;0.6;0.6;0;0
6,3|8,12;-0.288;0;0.618;0;0
4,2|8,9;-0.603;0;0;-0.432;0
4,2|9,8;0;0;0;-0.45;0
5,1|11,8;0;0;0;0;-0.15
5,1|12,8;-0.45;0;0.6;0;-0.15
5,1|12,7;-0.765;0.6;0;0;0
5,2|12,6;-0.45;1.22574;1.182;0;0
5,2|10,6;-0.765;0.6;0;0;-0.15
5,1|10,5;-0.288;1.7028;0;-0.288;0
5,0|9,5;-0.9855;0;1.02;0;0
4,0|7,4;0;0;0.6;-0.45;0
5,0|6,3;-0.1695942;0;0;-0.41022;0
6,6|18,2;-0.15;0;0;0;0
6,6|17,2;0;0;0;-0.45;0
7,6|16,2;0;0;0.6311401;0;0
5,8|10,1;0.6;0;0.762;-0.15;0
5,8|10,2;0;-0.41886;0.6;0;0
4,7|7,2;0;0;0;-0.432;0
5,7|5,2;1.1946;0;0;0;0
17,7|18,10;-0.03534966;0;0;-0.45;0
18,16|7,6;0.6;0;0;0;0
18,17|8,6;0;-0.45;0;0;0
18,16|9,6;0.6;0;0;0;0
18,17|10,6;0;0;-0.45;0;0
17,17|11,6;0;0;0;0.6;0
18,17|12,6;0;0;-0.45;0.6;0
17,17|12,7;0;0;0;0;-0.15
17,17|12,8;1.182;0;0;0;0
17,18|12,9;0.6;-0.432;-0.45;0;-0.15
16,18|11,9;0;-0.45;0;1.038;0
17,19|9,9;0;0;-0.4194;0;0
16,18|8,12;0;-0.45;0;0;0
17,18|11,12;0;0;-0.45;0;0
2,0|17,12;0;-0.15;0;0;0.012
1,0|17,10;0;-0.255;0;0;0
1,0|17,8;0;0;1.02;0;0
0,0|16,6;-0.45;0;0;-0.45;-0.15
0,0|15,6;-0.45;0;-0.15;0;0
0,0|15,5;-0.45;0;0;0;0
1,0|15,2;-0.432;-0.15;0.9795001;-0.13086;0
1,0|12,1;0;0;0;-0.45;-0.255
1,0|11,1;0;-0.15;1.02;-0.45;0
1,0|10,1;0;0;0.6;-0.765;0
2,0|9,1;-0.3542434;-0.1665;0;0;-0.15
3,1|3,0;0.6;0;0;0;0
3,7|16,7;0;-0.45;0;0;0
3,6|16,6;0;0.618;0;-0.3761141;0
4,7|10,3;1.25767;-0.432;0;0;0
4,8|9,3;1.660532;0;0;-0.765;0.3867546
4,8|6,4;0;-0.45;0;-0.4116536;0
8,1|1,0;0;0;-0.45;0;0
7,1|2,0;0;0;-0.45;0;0
6,1|3,0;0;-0.45;0;0;0
4,0|5,0;-0.45;-0.15;1.221091;-0.9855;-0.255
7,1|7,11;0;0;0.762;0;-0.15
7,1|7,10;0;0;0;0.6;0
8,1|7,9;0;0;-0.45;0;0
7,1|7,8;0;0.6;0;0;0
7,0|8,8;0;0;0;0;-0.15
5,1|12,5;0;0;0;0;-0.15
5,1|11,5;-0.45;0;0;-0.45;0
7,1|8,3;-0.1120653;0.6;0.618;-0.1295478;0.4526778
18,14|16,12;0;-0.432;0;0;0
8,8|19,17;0;0;0.6;0;0
7,8|19,16;0;0;-0.255;0;0
7,8|18,16;0;0;0;-0.45;0
8,8|18,15;0;0;0.6;-0.45;0
9,8|18,14;0;0;0.618;0;0
8,9|17,13;-0.45;0.6;0;-0.45;-0.15
2,8|2,18;0;0;0.6;0;0
1,8|2,17;0;0;0;-0.45;0
2,8|2,16;-0.45;0;0;0;0
3,9|0,9;0;-0.45;0;0.618;0
4,10|3,9;0.8199224;0;-0.765;0;0
6,18|8,5;0.6;0;0;-0.288;0.012
6,19|8,6;-0.15;-0.432;1.02;0;0
7,18|10,6;0;-0.45;0;-0.585162;0
8,19|11,8;-0.15;-0.45;0;0;0
7,19|9,8;0;-0.45;0;0;0
7,18|8,8;1.2954;0;0;-0.432;0
7,19|7,8;0;0;0;0;-0.15
7,12|15,8;0.6;0;0.012;-0.45;0
8,11|14,13;-0.03181374;0.6;1.600504;0;0.1338
8,10|13,13;-0.45;0;0;0.02628;0
8,11|12,13;-0.2928367;0;1.02;-0.45;0.012
7,10|9,13;0;0;-0.15;0;-0.2535355
7,10|8,13;0;0.6;-0.15;0;0.005424187
15,8|9,0;0.6;0;0;0;0
15,9|9,1;0;0;-0.132;0;0
15,9|11,1;0;0;0;0;-0.15
15,9|12,1;0;-0.432;0;0;0
16,10|15,7;1.7952;0;-0.1661922;0;0
10,8|1,6;0;-0.15;0;0;0
10,8|2,6;0;-0.15;0;0;0
11,8|4,6;0.9711906;0;-0.432;0;0
11,8|7,6;1.053858;-0.132;0;0;0
11,8|9,6;2.319675;0;-0.44964;2.264164;0.4934586
10,15|12,11;0;0;0;-0.45;0
11,15|12,12;0;-0.15;0;0;0
11,15|12,13;0;0;0;-0.45;0
12,15|13,13;0.6;0;0;0;0
11,16|15,13;0.9176803;-0.4101723;0.762;0;0
11,15|16,13;1.314176;0;0;-0.162936;-0.03587835
11,19|16,19;0;0.6;0;0;0
11,18|15,19;-0.432;0;0;0;0
12,1|11,9;0;0.6;0;0;0
12,0|12,9;0;0;0;0;-0.15
12,0|12,8;0;0;0.6;0;0.012
11,0|12,7;-0.45;0;0;0;-0.15
11,1|12,6;-0.45;0;0;0;0
12,1|8,2;-0.45;0;-0.45;0;0
11,1|9,2;-0.45;1.33914;-0.3612615;0.6;0.3986295
15,18|7,0;0.6;0;0;0;0
15,19|8,0;0;0;-0.45;0;0
14,19|8,1;0;0;0;1.1946;0
15,19|10,1;-0.15;0;-0.45;0;0
14,19|11,1;-0.132;0;0;0;0
14,19|13,1;-0.15;-0.603;0;1.93522;0
13,18|15,1;0.762;0;0.6;0;-0.08466864
12,18|15,2;0;0;0;-0.45;0
10,18|15,7;0.6;0;0;0;0
10,19|15,10;-0.15;0;1.064874;0;0
10,19|15,11;-0.15;-0.45;0;0;-0.15
13,16|16,15;0;-0.5930002;0.8564346;-0.43146;0
12,12|0,6;0.6;0;-0.45;0;0
11,12|0,7;0;0;0;0.6;0
12,12|0,8;0.6;0;0;0;0
12,12|0,10;0.6;0;0;0;0
4,11|17,19;-0.15;0;0.6;0;0
4,11|17,18;-0.15;0;0;0;-0.15
4,11|16,18;-0.15;0.6;0;0;0
4,11|15,18;0;0;0;0;-0.132
4,11|12,18;0;0;0;-0.45;0
5,11|11,18;0;0;0;0;-0.15
4,11|9,16;-0.15;0;1.48818;0;-0.15
4,11|8,16;-0.15;1.459344;0;0;0
5,10|5,15;-0.4314237;0.6;0.7668601;-0.15;0
9,11|2,2;0.6;0;0;0;0
9,12|2,3;0;0;-0.45;0;0
8,12|2,4;0.6;-0.45;0;0;0
8,11|2,5;0;-0.45;0;0;0
7,10|2,7;0;-0.45;0;0;0
7,9|2,8;0;0.6;0;0;0
7,8|2,9;0;0;-0.15;0;0
7,8|2,10;0;0;0;0.6;0
7,8|0,10;0;0;-0.15;0;-0.15
7,8|0,11;0;0;0;0;-0.255
7,8|0,12;0;0;0;0;-0.255
7,8|0,13;0;-0.15;-0.15;0;0
7,8|1,13;0;-0.15;-0.15;0;0
16,15|1,13;0.6;0;0;0;-0.15
15,16|3,13;0;0;-0.45;0;0
6,18|17,19;0;0;1.182;0;0
5,18|16,19;0;0;0;-0.45;0
6,18|15,19;0;0;0.6;0;0
5,19|14,19;-0.15;0;0.6456678;-0.45;0
2,10|5,18;0;0.6;0;0;0
2,9|4,18;0;0;0;0;-0.15
2,9|4,17;-0.45;0;0.762;0;0
2,10|3,17;0;0.6;0;0;0
2,9|3,16;-0.45;0;0.6;0;0
2,9|2,14;0.1156914;1.721211;-0.7143883;0;0
1,9|1,14;-0.1746;0;-0.45;1.158333;0.1874507
19,0|13,6;-0.45;0;0;0;0
19,1|13,5;-0.45;0;0;0;0
19,2|12,5;0;0;0;0;-0.15
19,2|9,5;0;0.6;0;0;0
18,2|11,3;-0.765;0.8754;-0.45;0;0
18,3|12,3;0.762;0;0;0;0.3153816
19,7|16,2;0.6459942;0;0;-0.132;0.13026
11,1|6,13;-0.45;0;0;0;0
11,2|7,13;0;0;0;0.6;0
12,2|8,13;-0.45;1.02;0;1.9086;0
12,2|10,13;-0.45;0;-0.603;0;0
11,2|11,13;0;0.6;0.6;0;0
11,1|12,13;-0.45;0;0;-0.765;0
12,1|13,13;-0.374112;0;0;-0.24426;0
12,2|15,12;0;1.48818;0;-0.432;0
13,0|15,3;-0.02915652;-0.3207613;1.151753;-0.05053493;-0.15
13,0|15,2;-0.1286402;0.383077;0.762;0;0.1159511
2,8|18,14;0;0.6;0;0;0
2,7|18,13;-0.45;0;0;0;0
2,8|17,13;0;0.6;0;0;0
2,7|16,13;0;0;0;-0.765;0
3,7|15,13;-0.28314;0;0;-0.45;-0.15
2,7|13,13;-0.603;0;0;-0.603;0.0204
2,7|11,13;-0.288;1.714964;0.6;-0.45;0
3,7|10,13;-0.45;0.6;0;0;0
2,8|8,13;-0.603;0.8057401;0;0;0
2,8|7,2;0.762;0;0.8754;0;-0.132
1,8|6,5;0;0;0.6;-0.5850049;-0.15
1,17|8,12;0.6189181;0;0;0;0
2,19|5,17;-0.15;0;0.762;-0.45;0
9,17|9,6;0;-0.45;0;-0.45;-0.15
10,17|10,6;0;-0.45;0;0;0
10,16|11,6;1.182;0;0;0;0
11,17|11,8;0.8057401;0;0;0.6;0
12,17|11,9;0.6;0;-0.1627902;0;0
13,19|7,15;0;0;-0.45;0.6;-0.15
14,19|8,15;0.2849214;0;-0.45;0;-0.15
14,19|9,15;0;0;0;0;-0.0804
14,19|11,16;0;-0.45;0;0;0
13,18|12,17;1.47033;-0.45;0;0;0
4,18|0,16;0;-0.45;0;0;-0.15
4,18|0,17;1.02;0;0;0;0
7,11|13,19;-0.45;0;0;0;0
7,12|13,18;0;0.6;0;0;0
7,11|12,18;0;0;-0.15;0;0
7,11|11,18;-0.45;0;0;0;0
7,12|10,18;0;0;0;-0.45;0
8,12|9,18;0;0.6;0;0;0
8,11|9,17;0;0.6;0;0;0
8,10|8,17;-0.45;0;0;0;0
8,11|8,16;-0.432;0;0;0;0
4,5|12,8;-0.28314;1.7952;0;0;0
4,4|12,7;-0.765;1.22574;0;0;0
5,5|12,5;0.6;0;0;0;0
5,6|11,5;0;0;0;0;-0.132
6,5|7,6;0;1.519467;0.6315181;0;0.2213572
5,4|6,5;-0.45;0;0;0;0.2831787
3,2|18,9;0;0.6;0;-0.45;0
4,2|18,8;-0.45;0;0;0;0
4,3|17,8;0;0;0.6;-0.45;0
3,3|17,7;0;0.6;0;0;0
3,2|16,7;0;0;0.6;0;0
2,2|15,7;-0.45;0;0;0;0
3,3|15,5;-0.45;0;0;0;-0.15
3,4|15,4;0.6;0;0;-0.432;0
5,7|10,3;1.489962;-0.416142;0.6180108;0;0
3,6|5,4;1.1946;0;0;-0.1705365;0.211922
5,6|4,5;0;-0.45;0;0.8577933;0
18,7|5,9;-0.45;0;0;0;0.012
18,8|5,8;0;0;-0.432;0;0
19,7|9,3;0.762;0;0;0;-0.0804
11,0|7,2;-0.45;0;0;0.6;0.1254
12,0|7,1;0;0;-0.45;0;0
11,0|8,0;0.6;0;0;0.8057401;0.012
11,1|9,0;0;-0.45;0;0;0
11,0|10,0;-0.43146;-0.37995;-0.45;1.810925;-0.15
9,19|14,1;0;-0.432;0;0;0
9,19|15,4;-0.15;0;0;0;0
9,19|15,5;-0.15;-0.288;0;0;0
9,19|15,6;0;0;0.618;0;0
8,18|15,13;1.029789;0;0;0;0
9,19|16,16;0;-0.5978921;1.31682;0;-0.15
3,0|5,9;-0.45;0;0;0;0
3,1|5,8;0;0;0.6;0;0
2,1|4,8;-0.45;0;0;0;0
2,2|4,7;-0.45;0;0.6;0;0
2,3|4,6;0;0.6;0;-0.45;0
3,3|4,5;0;0.618;0.762;0.1155787;0
6,18|3,11;1.010346;0;-0.1391105;1.791;0
8,17|3,16;1.291763;0;0;0;0.202132
13,1|5,2;-0.45;0;0;0;0
13,2|6,2;0;0;-0.432;0.3818074;0
12,1|7,1;0;1.02;0;0;0
12,0|8,1;-0.45;-0.255;-0.288;0.762;0
12,1|9,1;0;1.314;0;0;0.409572
8,18|4,13;0;0;0;0;-0.132
7,18|5,14;0;0.1792905;0;1.531411;0.5876139
1,6|5,5;0.618;0;0.6;-0.2783772;0
15,4|4,10;0;0;0;0.6;0
16,4|4,9;0;0.6;0;0;0
16,3|4,8;-0.45;0;0;0;0
16,4|4,7;-0.45;0;0;0;0
16,3|6,6;0;0;0;0;-0.15
16,4|7,5;0;0.6;0;0;0
16,2|8,4;-0.288;0.6;0;0.8754;0
16,0|9,1;-0.45;0;0;0;0
16,2|11,1;1.883191;0;0;0;-0.15
16,2|12,1;0;0;-0.1363178;1.714547;0
17,3|16,1;1.30391;-0.477;0.06037504;0;0
3,18|2,7;0;0;0;0.6306;0
5,8|13,2;0;0;0.6;0;0
4,8|13,3;0;0;0.6;0;0
3,8|12,3;0;-0.432;0;0;0
3,7|8,4;0.6;-0.16974;0;-0.1746;-0.1091881
19,4|4,18;-0.43146;0;0;0;0
18,5|6,18;0;0.6;0;0;0
18,4|7,18;-0.45;0;0;0;0
18,5|8,18;-0.45;0;0;0;0
18,6|8,16;-0.45;0;0;0;0
18,7|8,15;-0.432;0;0;0.6;0
18,8|10,15;-0.45;0;0;0;0
18,9|11,15;-0.45;0;0;0;0
